id,lang,feature_id,company,project_name,province,location,capital_cost,capital_cost_range,status,clean_technology,clean_technology_type,line_type,lat,lon,paths,feature_type,fetched_at
2394,en,76,Blue Fuel Energy Corp.,Clean Methanol Plant,British Columbia,Chetwynd,"1,000.00","1,000 - 2,500",Planned,Yes,Bioenergy,,55.69815303268969,-121.62970637520029,,point,2026-03-27 08:15:27.386666
2395,en,536,ecoTECH Energy Group (Canada) Inc,Biomass Project - McBride,British Columbia,McBride,140.00,100 - 250,Planned,Yes,Bioenergy,,53.342923128836276,-120.26762021633148,,point,2026-03-27 08:15:27.386666
2396,en,703,Éthanol Cellulosique Varennes s.e.c. (Recyclage Carbone Varennes),Usine de carburant à faible intensité carbone (inclut un électrolyseur),Quebec,Varennes,"1,200.00","1,000 - 2,500",Under Construction,Yes,Bioenergy,,45.681224190687864,-73.43509360332713,,point,2026-03-27 08:15:27.386666
2397,en,758,Pristine Power Inc./Cheslatta Forest Products,Cheslatta Green Energy Project,British Columbia,Burns Lake,46.00,10 - 50 ,Planned,Yes,Bioenergy,,53.579205533293006,-124.95001710191428,,point,2026-03-27 08:15:27.386666
2398,en,970,Creative Energy Vancouver Platforms Inc.,Creative Energy Plant,British Columbia,Vancouver,100.00,100 - 250,Under Construction,Yes,Bioenergy,,49.27818960970724,-123.11245344429159,,point,2026-03-27 08:15:27.386666
2399,en,2114,Chantiers Chibougamau inc.,Centrale de cogénération Assinica,Quebec,Lebel-sur-Quévillon,342.00,250 - 500,Planned,Yes,Bioenergy,,49.93405783371148,-74.33350629654286,,point,2026-03-27 08:15:27.386666
2400,en,2115,Cogénération Val-d'Or,Cogénération Val-d'Or,Quebec,Val-d'Or,72.00,50 - 100,Planned,Yes,Bioenergy,,48.14852540375368,-77.79189830123957,,point,2026-03-27 08:15:27.386666
2401,en,2121,Ainsworth Energy Co. Ltd.,Anahim Lake Bioenergy Project,British Columbia,"Cariboo, Anahim Lake",15.00,10 - 50 ,Planned,Yes,Bioenergy,,52.41840330533732,-126.48629291719534,,point,2026-03-27 08:15:27.386666
2402,en,2122,Yun Ka Whu'ten Holdings,Biomass Project - Anahim Lake,British Columbia,"Cariboo, Anahim Lake",15.00,10 - 50 ,Planned,Yes,Bioenergy,,52.46535345624128,-125.31755776109446,,point,2026-03-27 08:15:27.386666
2403,en,2123,Ainsworth Energy Co. Ltd.,Tumbler Ridge Bioenergy Project,British Columbia,"Thompson, Okanagan, Kelowna",15.00,10 - 50 ,Planned,Yes,Bioenergy,,50.02465907974658,-119.37344401338525,,point,2026-03-27 08:15:27.386666
2404,en,2124,Nations Energy Corp.,Biomass Project - Kamloops,British Columbia,"Thompson, Okanagan, Kamloops",15.00,10 - 50 ,Planned,Yes,Bioenergy,,50.716193995918665,-120.38900139195297,,point,2026-03-27 08:15:27.386666
2405,en,3600,Fibre Pontiac,Fibre Pontiac (The Biomass Conversion Centre),Quebec,Pontiac,120.00,100 - 250,Planned,Yes,Bioenergy,,45.54231605809882,-76.10905848348709,,point,2026-03-27 08:15:27.386666
2406,en,4104,Canfor Corporation/Licella,Biofuel Facility,British Columbia,Prince George,70.00,50 - 100,Planned,Yes,Bioenergy,,53.92241583182545,-122.74572286801184,,point,2026-03-27 08:15:27.390000
2407,en,4154,Sustane Technologies,Sustane Chester,Nova Scotia,"Chester, NS",16.00,10 - 50 ,Under Construction,Yes,Bioenergy,,44.71885929532686,-64.23958942328696,,point,2026-03-27 08:15:27.390000
2408,en,5076,Résolve Énergie,Usine de production d'éthanol cellulosique,Quebec,Chaudière-Appalaches,300.00,250 - 500,Planned,Yes,Bioenergy,,46.48334082923308,-70.61666490630381,,point,2026-03-27 08:15:27.390000
2409,en,5077,Greenfield Global,Agrandissement usine d'éthanol à Varennes,Quebec,Varennes,120.00,100 - 250,Planned,Yes,Bioenergy,,45.68201108867333,-73.44098453886596,,point,2026-03-27 08:15:27.390000
2410,en,6002,Highwood Organics Processing,Aldersyde Bioenergy Facility,Alberta,Foothills No. 31,25.00,10 - 50 ,Planned,Yes,Bioenergy,,50.63106673924745,-113.87502409508629,,point,2026-03-27 08:15:27.390000
2411,en,6088,Expander Energy,Slave Lake Bio-Mass/Gas to Liquids Plant (Phase 1),Alberta,Lesser Slave River No.124,30.00,10 - 50 ,Planned,Yes,Bioenergy,,55.26504493081816,-114.57518575876578,,point,2026-03-27 08:15:27.390000
2412,en,6090,Imperial Oil Ltd.,Strathcona Refinery Renewable Diesel Expansion,Alberta,Strathcona County,720.00,500 - 750,Under Construction,Yes,Bioenergy,,53.546099982986796,-113.38417287374237,,point,2026-03-27 08:15:27.390000
2413,en,6098,Elkem Métal Canada,Usine de démonstration de fabrication de briquettes de biocarbone,Quebec,Chicoutimi,46.00,10 - 50 ,Under Construction,Yes,Bioenergy,,48.41233981336846,-71.1298496143123,,point,2026-03-27 08:15:27.390000
2414,en,7029,Federated Co-operatives Limited,FCL HDRD Plant,Saskatchewan,Regina,"2,000.00","1,000 - 2,500",Planned,Yes,Bioenergy,,50.43936850516761,-104.72685984383412,,point,2026-03-27 08:15:27.390000
2415,en,7035,Green Impact Partners (In partnership with Carbon Clean Energy and PCL Construction),Future Energy Park Renewable Natural Gas and Ethanol Project,Alberta,Calgary,"1,200.00","1,000 - 2,500",Planned,Yes,Bioenergy,,51.010139761953205,-113.91401420907387,,point,2026-03-27 08:15:27.390000
2416,en,7077,SAF + Consortium,SAF Consortium,Quebec,Montreal,200.00,100 - 250,Planned,Yes,Bioenergy,,45.597554774103884,-73.60407836987785,,point,2026-03-27 08:15:27.390000
2417,en,7086,Énergir/WM Québec,WM Sainte-Sophie Landfill RNG Facility,Quebec,Saint-Sophie,200.00,100 - 250,Planned,Yes,Bioenergy,,45.84605120020925,-73.94108478705101,,point,2026-03-27 08:15:27.390000
2418,en,8319,Covenant Energy Ltd.,Covenant Energy  Renewable Diesel Facility,Saskatchewan,Lloydminster,920.00,"750 - 1,000",Planned,Yes,Bioenergy,,53.29464695644856,-109.98372702277987,,point,2026-03-27 08:15:27.390000
2419,en,3402,Dow Chemical Canada,Dow Net-Zero Polyethylene and Ethylene Derivatives Facility,Alberta,Fort Saskatchewan,"11,500.00","10,000 +",Under Construction,Yes,Carbon Capture and Storage,,53.7339050194484,-113.17216889065274,,point,2026-03-27 08:15:27.390000
2420,en,6028,TransAlta Corporation,Glacier Gas Plant CSS (Phase 2),Alberta,Saddle Hills County,100.00,100 - 250,Planned,Yes,Carbon Capture and Storage,,55.559547296971765,-119.60377693245539,,point,2026-03-27 08:15:27.390000
2421,en,6067,Northern Petrochemical Corp.,Northern Petrochemical Ammonia and Methanol Production Facility,Alberta,Greenview No. 16,"2,500.00","2,500 - 5,000",Planned,Yes,Carbon Capture and Storage,,54.760771401331205,-118.57240841210825,,point,2026-03-27 08:15:27.390000
2422,en,7040,Heidelberg Materials,Heidelberg Materials Carbon Capture Utilization and Storage Hub,Alberta,Edmonton,"1,360.00","1,000 - 2,500",Planned,Yes,Carbon Capture and Storage,,53.57980695822925,-113.60601493535256,,point,2026-03-27 08:15:27.390000
2423,en,7069,The Pathways Alliance,Pathways Alliance Carbon Capture Storage Hub (Phase 1),Alberta,Improvement District No. 349|Wood Buffalo|Lac la Biche County|Improvement District No. 24 Wood Buffalo|Bonnyville No. 87,"16,500.00","10,000 +",Planned,Yes,Carbon Capture and Storage,,58.15284035767626,-112.28501642926246,,point,2026-03-27 08:15:27.390000
2424,en,8115,Potentia Renewables Inc.,Skyview 2 Battery Energy Storage System,Ontario,Edwardsburgh-Cardinal,750.00,"750 - 1,000",Planned,Yes,Energy Storage,,44.14855878536593,-76.84013260635508,,point,2026-03-27 08:15:27.390000
2425,en,974,Enbridge/ Borealis Inc./ Kitselas First Nation,Lakelse Geothermal Power Plant,British Columbia,Terrace,120.00,100 - 250,Planned,Yes,Geothermal,,54.44564506940774,-128.5403179643181,,point,2026-03-27 08:15:27.390000
2426,en,4111,Borealis Geopower,Canoe Reach Geothermal Energy Project,British Columbia,Valemount,120.00,100 - 250,Planned,Yes,Geothermal,,52.83062223236273,-119.26593285122959,,point,2026-03-27 08:15:27.390000
2427,en,4198,Climate Transition Development Corporation,Greenview Geothermal Power Plant (Alberta No. 1),Alberta,Greenview No. 16,106.00,100 - 250,Planned,Yes,Geothermal,,54.84183341959331,-117.6498575653256,,point,2026-03-27 08:15:27.390000
2428,en,5010,Deh Tai GP Ltd,Clarke Lake Geothermal Development,British Columbia,Fort Nelson,100.00,100 - 250,Planned,Yes,Geothermal,,58.772043036142314,-122.66014132981157,,point,2026-03-27 08:15:27.390000
2429,en,6104,NTPC,Whati Transmission Line,Northwest Territories,Whati to Snare Hydro Complex,41.50,10 - 50 ,Planned,Yes,Hydro,,63.25242788954209,-116.73558351352949,,point,2026-03-27 08:15:27.390000
2430,en,67,BC Hydro,Peace River Site C Hydro-electric project,British Columbia,Fort St. John,"16,000.00","10,000 +",Under Construction,Yes,Hydro,,56.250795152938124,-120.8483104651631,,point,2026-03-27 08:15:27.390000
2431,en,165,WindRiver Power Corp.,Kinskuch Hydroelectric Project,British Columbia,Iskut,250.00,250 - 500,Planned,Yes,Hydro,,57.85717888202591,-129.97926772233177,,point,2026-03-27 08:15:27.390000
2432,en,188,Fosthall Creek Power LP,Fosthall Creek Hydropower Project,British Columbia,Nakusp,50.00,50 - 100,Planned,Yes,Hydro,,50.241338271704784,-117.80108978074341,,point,2026-03-27 08:15:27.390000
2433,en,220,Hydro-Québec,Rénovation de groupes à la centrale électrique Beauharnois,Quebec,Beauharnois,"1,600.00","1,000 - 2,500",Under Construction,Yes,Hydro,,45.32898811241681,-73.87550572317538,,point,2026-03-27 08:15:27.390000
2434,en,298,NB Power and Partners,Smart Grid Investments Phase,New Brunswick,Various locations across NB  (St. John),147.00,100 - 250,Under Construction,Yes,Hydro,,45.275189351486695,-66.06856207473336,,point,2026-03-27 08:15:27.390000
2435,en,545,Holmes Hydro,Robson Valley Hydroelectric Project,British Columbia,McBride,200.00,100 - 250,Planned,Yes,Hydro,,53.34686518237983,-119.84065113668431,,point,2026-03-27 08:15:27.390000
2436,en,725,Greater Vancouver Regional District,Capilano (Cleveland) Dam Power Plant,British Columbia,North Vancouver,90.00,50 - 100,Planned,Yes,Hydro,,49.3605096147232,-123.11086546642917,,point,2026-03-27 08:15:27.390000
2437,en,753,Kruger Energy Inc.,Maselpanik Creek Hydro Project,British Columbia,Chilliwack,35.00,10 - 50 ,Planned,Yes,Hydro,,49.089005814775916,-121.25841509066645,,point,2026-03-27 08:15:27.390000
2438,en,757,Innergex Renewable Energy Inc.,Shovel Creek Hydroelectric Project,British Columbia,Harrison Hot Springs,40.00,10 - 50 ,Planned,Yes,Hydro,,49.72120578115957,-121.8148153526896,,point,2026-03-27 08:15:27.390000
2439,en,759,KMC Power,Tamihi Creek Hydro Project,British Columbia,Chilliwack,50.00,50 - 100,Planned,Yes,Hydro,,49.04610574860923,-121.81961517251978,,point,2026-03-27 08:15:27.390000
2440,en,764,Highwater Power Corporation Altagas Ltd.,Log Creek Water Power  Project,British Columbia,Boston Bar,20.00,10 - 50 ,Planned,Yes,Hydro,,50.058845809258266,-121.71741143265548,,point,2026-03-27 08:15:27.390000
2441,en,1002,"Ministère du développement durable, de l'environnement et des parcs",Réfection du barrage des Quinze,Quebec,Angliers,110.00,100 - 250,Under Construction,Yes,Hydro,,47.5536497395114,-79.24020052176486,,point,2026-03-27 08:15:27.390000
